sigma_s,sigma_a,,calc_r,exp_r,abs(err),err %,avg abs error,avg % error,calc_g,exp_g,abs(err),err %,avg abs error,avg % error,,calc_b,exp_b,abs(err),err %,avg abs error,avg % error
0.7,0.8,,1.516035597,1.50002,0.016,1.0677,,,1.516035597,1.50002,0.016,1.0677,,,,1.516035597,1.50002,1.60E-02,1.07E+00,,
0.7,0.9,,1.620164216,1.60002,0.0201,1.259,,,1.620164514,1.60002,0.0201,1.259,,,,1.620164514,1.60002,2.01E-02,1.26E+00,,
0.7,1,,1.719923417,1.70002,0.0199,1.1708,,,1.719923417,1.70002,0.0199,1.1708,,,,1.719923417,1.70002,1.99E-02,1.17E+00,,
0.8,0,,0.554513335,0.80002,0.2455,30.6876,,,0.587317844,0.80002,0.2127,26.5871,,,,0.593096664,0.80002,2.07E-01,2.59E+01,,
0.8,0.1,,0.956387917,0.90002,0.0564,6.263,,,0.956350168,0.90002,0.0563,6.2588,,,,0.956338147,0.90002,5.63E-02,6.26E+00,,
0.8,0.2,,1.045339108,1.00002,0.0453,4.5318,,,1.045284768,1.00002,0.0453,4.5264,,,,1.045273344,1.00002,4.53E-02,4.53E+00,,
0.8,0.3,,1.144370337,1.10002,0.0444,4.0318,,,1.144378781,1.10002,0.0444,4.0325,,,,1.144375801,1.10002,4.44E-02,4.03E+00,,
0.8,0.4,,1.226423581,1.20002,0.0264,2.2003,,,1.226428747,1.20002,0.0264,2.2007,,,,1.226430237,1.20002,2.64E-02,2.20E+00,,
0.8,0.5,,1.335916122,1.30002,0.0359,2.7612,,,1.335920195,1.30002,0.0359,2.7615,,,,1.335920195,1.30002,3.59E-02,2.76E+00,,
0.8,0.6,,1.412684222,1.40002,0.0127,0.9046,,,1.412688692,1.40002,0.0127,0.9049,,,,1.412690083,1.40002,1.27E-02,9.05E-01,,
0.8,0.7,,1.514470081,1.50002,0.0145,0.9633,,,1.514471869,1.50002,0.0145,0.9634,,,,1.514472365,1.50002,1.45E-02,9.63E-01,,
0.8,0.8,,1.62322094,1.60002,0.0232,1.45,,,1.623221238,1.60002,0.0232,1.4501,,,,1.623221238,1.60002,2.32E-02,1.45E+00,,
0.8,0.9,,1.71146671,1.70002,0.0114,0.6733,,,1.71146671,1.70002,0.0114,0.6733,,,,1.71146671,1.70002,1.14E-02,6.73E-01,,
0.8,1,,1.827534636,1.80002,0.0275,1.5286,,,1.827534636,1.80002,0.0275,1.5286,,,,1.827534636,1.80002,2.75E-02,1.53E+00,,
0.9,0,,0.948217114,0.90002,0.0482,5.3551,,,0.945234895,0.90002,0.0452,5.0238,,,,0.947134097,0.90002,4.71E-02,5.23E+00,,
0.9,0.1,,1.062637568,1.00002,0.0626,6.2616,,,1.062364578,1.00002,0.0623,6.2343,,,,1.062310139,1.00002,6.23E-02,6.23E+00,,
0.9,0.2,,1.142035226,1.10002,0.042,3.8195,,,1.14202112,1.10002,0.042,3.8182,,,,1.14201804,1.10002,4.20E-02,3.82E+00,,
0.9,0.3,,1.245490114,1.20002,0.0455,3.7891,,,1.245420575,1.20002,0.0454,3.7833,,,,1.245407859,1.20002,4.54E-02,3.78E+00,,
0.9,0.4,,1.333932181,1.30002,0.0339,2.6086,,,1.333958606,1.30002,0.0339,2.6106,,,,1.333962679,1.30002,3.39E-02,2.61E+00,,
0.9,0.5,,1.421854297,1.40002,0.0218,1.5596,,,1.421845853,1.40002,0.0218,1.559,,,,1.421845158,1.40002,2.18E-02,1.56E+00,,
0.9,0.6,,1.531214913,1.50002,0.0312,2.0796,,,1.531216204,1.50002,0.0312,2.0797,,,,1.531216502,1.50002,3.12E-02,2.08E+00,,
0.9,0.7,,1.605937282,1.60002,0.0059,0.3698,,,1.605936984,1.60002,0.0059,0.3698,,,,1.605936984,1.60002,5.92E-03,3.70E-01,,
0.9,0.8,,1.713761489,1.70002,0.0137,0.8083,,,1.713760495,1.70002,0.0137,0.8083,,,,1.713760495,1.70002,1.37E-02,8.08E-01,,
0.9,0.9,,1.820843617,1.80002,0.0208,1.1569,,,1.820843617,1.80002,0.0208,1.1569,,,,1.820843617,1.80002,2.08E-02,1.16E+00,,
0.9,1,,1.929276784,1.90002,0.0293,1.5398,,,1.929276784,1.90002,0.0293,1.5398,,,,1.929276784,1.90002,2.93E-02,1.54E+00,,
1,0,,1.453929245,1.00002,0.4539,45.39,,,1.365886728,1.00002,0.3659,36.5859,,,,1.352197627,1.00002,3.52E-01,3.52E+01,,
1,0.1,,1.164427499,1.10002,0.0644,5.8551,,,1.164330045,1.10002,0.0643,5.8463,,,,1.164296468,1.10002,6.43E-02,5.84E+00,,
1,0.2,,1.227433185,1.20002,0.0274,2.2844,,,1.227555573,1.20002,0.0275,2.2946,,,,1.227578521,1.20002,2.76E-02,2.30E+00,,
1,0.3,,1.341962814,1.30002,0.0419,3.2263,,,1.342064142,1.30002,0.042,3.2341,,,,1.342078745,1.30002,4.21E-02,3.24E+00,,
1,0.4,,1.435060501,1.40002,0.035,2.5029,,,1.435085336,1.40002,0.0351,2.5046,,,,1.435091893,1.40002,3.51E-02,2.51E+00,,
1,0.5,,1.523492734,1.50002,0.0235,1.5648,,,1.523488263,1.50002,0.0235,1.5645,,,,1.523487965,1.50002,2.35E-02,1.56E+00,,
1,0.6,,1.628063023,1.60002,0.028,1.7527,,,1.628061036,1.60002,0.028,1.7525,,,,1.628060341,1.60002,2.80E-02,1.75E+00,,
1,0.7,,1.699932615,1.70002,0.0001,0.0051,,,1.699931622,1.70002,0.0001,0.0052,,,,1.699931622,1.70002,8.84E-05,5.20E-03,,
1,0.8,,1.811990341,1.80002,0.012,0.665,,,1.811990341,1.80002,0.012,0.665,,,,1.811990341,1.80002,1.20E-02,6.65E-01,,
1,0.9,,1.923544606,1.90002,0.0235,1.2381,,,1.923544606,1.90002,0.0235,1.2381,,,,1.923544606,1.90002,2.35E-02,1.24E+00,,
1,1,,2.009124756,2.00002,0.0091,0.4552,,,2.009124358,2.00002,0.0091,0.4552,,,,2.009124358,2.00002,9.10E-03,4.55E-01,,
0,0,,0.034147936,2.00E-05,0.0341,170639.678,,,0.034170905,2.00E-05,0.0342,170754.5256,,,,0.034174798,2.00E-05,3.42E-02,1.71E+05,,
0,0.1,,0.118942646,0.10002,0.0189,18.9189,,,0.11894503,0.10002,0.0189,18.9212,,,,0.118946334,0.10002,1.89E-02,1.89E+01,,
0,0.2,,0.219480818,0.20002,0.0195,9.7294,,,0.219481687,0.20002,0.0195,9.7299,,,,0.219482034,0.20002,1.95E-02,9.73E+00,,
0,0.3,,0.320445945,0.30002,0.0204,6.8082,,,0.320445945,0.30002,0.0204,6.8082,,,,0.320445821,0.30002,2.04E-02,6.81E+00,,
0,0.4,,0.419758956,0.40002,0.0197,4.9345,,,0.419758956,0.40002,0.0197,4.9345,,,,0.419758956,0.40002,1.97E-02,4.93E+00,,
0,0.5,,0.516492277,0.50002,0.0165,3.2943,,,0.516492277,0.50002,0.0165,3.2943,,,,0.516492277,0.50002,1.65E-02,3.29E+00,,
0,0.6,,0.613626093,0.60002,0.0136,2.2676,,,0.613626093,0.60002,0.0136,2.2676,,,,0.613626093,0.60002,1.36E-02,2.27E+00,,
0,0.7,,0.713720719,0.70002,0.0137,1.9572,,,0.713720719,0.70002,0.0137,1.9572,,,,0.713720719,0.70002,1.37E-02,1.96E+00,,
0,0.8,,0.816871425,0.80002,0.0169,2.1064,,,0.816871425,0.80002,0.0169,2.1064,,,,0.816871425,0.80002,1.69E-02,2.11E+00,,
0,0.9,,0.913980901,0.90002,0.014,1.5512,,,0.913980901,0.90002,0.014,1.5512,,,,0.913980901,0.90002,1.40E-02,1.55E+00,,
0,1,,1.017048359,1.00002,0.017,1.7028,,,1.017048359,1.00002,0.017,1.7028,,,,1.017048359,1.00002,1.70E-02,1.70E+00,,
0.1,0,,0.182851963,0.10002,0.0828,82.8154,,,0.183617348,0.10002,0.0836,83.5806,,,,0.183724662,0.10002,8.37E-02,8.37E+01,,
0.1,0.1,,0.238983259,0.20002,0.039,19.4797,,,0.238932495,0.20002,0.0389,19.4543,,,,0.238930608,0.20002,3.89E-02,1.95E+01,,
0.1,0.2,,0.326590985,0.30002,0.0266,8.8564,,,0.326568807,0.30002,0.0265,8.849,,,,0.326563741,0.30002,2.65E-02,8.85E+00,,
0.1,0.3,,0.422699352,0.40002,0.0227,5.6696,,,0.422696869,0.40002,0.0227,5.6689,,,,0.422696571,0.40002,2.27E-02,5.67E+00,,
0.1,0.4,,0.521325916,0.50002,0.0213,4.261,,,0.521325171,0.50002,0.0213,4.2609,,,,0.521325022,0.50002,2.13E-02,4.26E+00,,
0.1,0.5,,0.617558807,0.60002,0.0175,2.923,,,0.617558012,0.60002,0.0175,2.9229,,,,0.617557963,0.60002,1.75E-02,2.92E+00,,
0.1,0.6,,0.716657788,0.70002,0.0166,2.3768,,,0.716657788,0.70002,0.0166,2.3768,,,,0.716657788,0.70002,1.66E-02,2.38E+00,,
0.1,0.7,,0.815574527,0.80002,0.0156,1.9443,,,0.815574626,0.80002,0.0156,1.9443,,,,0.815574626,0.80002,1.56E-02,1.94E+00,,
0.1,0.8,,0.915992955,0.90002,0.016,1.7747,,,0.915992955,0.90002,0.016,1.7747,,,,0.915992955,0.90002,1.60E-02,1.77E+00,,
0.1,0.9,,1.014852921,1.00002,0.0148,1.4833,,,1.014852921,1.00002,0.0148,1.4833,,,,1.014852921,1.00002,1.48E-02,1.48E+00,,
0.1,1,,1.110254129,1.10002,0.0102,0.9304,,,1.110254129,1.10002,0.0102,0.9304,,,,1.110254129,1.10002,1.02E-02,9.30E-01,,
0.2,0,,0.246220032,0.20002,0.0462,23.0977,,,0.252016634,0.20002,0.052,25.9957,,,,0.252980739,0.20002,5.30E-02,2.65E+01,,
0.2,0.1,,0.34255445,0.30002,0.0425,14.1772,,,0.342580006,0.30002,0.0426,14.1857,,,,0.342583706,0.30002,4.26E-02,1.42E+01,,
0.2,0.2,,0.432329327,0.40002,0.0323,8.0769,,,0.432304591,0.40002,0.0323,8.0707,,,,0.432299028,0.40002,3.23E-02,8.07E+00,,
0.2,0.3,,0.526581307,0.50002,0.0266,5.312,,,0.526569734,0.50002,0.0265,5.3097,,,,0.526566356,0.50002,2.65E-02,5.31E+00,,
0.2,0.4,,0.618371218,0.60002,0.0184,3.0584,,,0.618368487,0.60002,0.0183,3.058,,,,0.618370026,0.60002,1.84E-02,3.06E+00,,
0.2,0.5,,0.719459504,0.70002,0.0194,2.777,,,0.719458709,0.70002,0.0194,2.7769,,,,0.719459007,0.70002,1.94E-02,2.78E+00,,
0.2,0.6,,0.821212928,0.80002,0.0212,2.649,,,0.821212133,0.80002,0.0212,2.649,,,,0.821212133,0.80002,2.12E-02,2.65E+00,,
0.2,0.7,,0.918891529,0.90002,0.0189,2.0968,,,0.918891132,0.90002,0.0189,2.0967,,,,0.918891132,0.90002,1.89E-02,2.10E+00,,
0.2,0.8,,1.018350522,1.00002,0.0183,1.833,,,1.018350522,1.00002,0.0183,1.833,,,,1.018350522,1.00002,1.83E-02,1.83E+00,,
0.2,0.9,,1.122148732,1.10002,0.0221,2.0117,,,1.122148732,1.10002,0.0221,2.0117,,,,1.122148732,1.10002,2.21E-02,2.01E+00,,
0.2,1,,1.215903064,1.20002,0.0159,1.3236,,,1.215903064,1.20002,0.0159,1.3236,,,,1.215903064,1.20002,1.59E-02,1.32E+00,,
0.3,0,,0.349169299,0.30002,0.0491,16.382,,,0.348815446,0.30002,0.0488,16.2641,,,,0.348688588,0.30002,4.87E-02,1.62E+01,,
0.3,0.1,,0.440614174,0.40002,0.0406,10.148,,,0.440770835,0.40002,0.0408,10.1872,,,,0.440797309,0.40002,4.08E-02,1.02E+01,,
0.3,0.2,,0.536507318,0.50002,0.0365,7.2972,,,0.536486755,0.50002,0.0365,7.2931,,,,0.536483477,0.50002,3.65E-02,7.29E+00,,
0.3,0.3,,0.629434735,0.60002,0.0294,4.9023,,,0.629417896,0.60002,0.0294,4.8995,,,,0.629416009,0.60002,2.94E-02,4.90E+00,,
0.3,0.4,,0.723644296,0.70002,0.0236,3.3748,,,0.723647326,0.70002,0.0236,3.3752,,,,0.723647426,0.70002,2.36E-02,3.38E+00,,
0.3,0.5,,0.818166435,0.80002,0.0181,2.2682,,,0.81816713,0.80002,0.0181,2.2683,,,,0.818167031,0.80002,1.81E-02,2.27E+00,,
0.3,0.6,,0.917846958,0.90002,0.0178,1.9807,,,0.91784815,0.90002,0.0178,1.9809,,,,0.917848647,0.90002,1.78E-02,1.98E+00,,
0.3,0.7,,1.022638877,1.00002,0.0226,2.2618,,,1.022639076,1.00002,0.0226,2.2619,,,,1.022639076,1.00002,2.26E-02,2.26E+00,,
0.3,0.8,,1.11540248,1.10002,0.0154,1.3984,,,1.11540248,1.10002,0.0154,1.3984,,,,1.115402381,1.10002,1.54E-02,1.40E+00,,
0.3,0.9,,1.210445364,1.20002,0.0104,0.8688,,,1.210445364,1.20002,0.0104,0.8688,,,,1.210445364,1.20002,1.04E-02,8.69E-01,,
0.3,1,,1.316461662,1.30002,0.0164,1.2647,,,1.316461662,1.30002,0.0164,1.2647,,,,1.316461662,1.30002,1.64E-02,1.26E+00,,
0.4,0,,0.459822814,0.40002,0.0598,14.95,,,0.461437802,0.40002,0.0614,15.3537,,,,0.461361259,0.40002,6.13E-02,1.53E+01,,
0.4,0.1,,0.55640623,0.50002,0.0564,11.2768,,,0.556237946,0.50002,0.0562,11.2431,,,,0.556205759,0.50002,5.62E-02,1.12E+01,,
0.4,0.2,,0.644373596,0.60002,0.0444,7.392,,,0.644409756,0.60002,0.0444,7.398,,,,0.644415319,0.60002,4.44E-02,7.40E+00,,
0.4,0.3,,0.731421908,0.70002,0.0314,4.4859,,,0.731412967,0.70002,0.0314,4.4846,,,,0.73141103,0.70002,3.14E-02,4.48E+00,,
0.4,0.4,,0.822348644,0.80002,0.0223,2.791,,,0.822333694,0.80002,0.0223,2.7891,,,,0.822332104,0.80002,2.23E-02,2.79E+00,,
0.4,0.5,,0.923564434,0.90002,0.0235,2.616,,,0.923571388,0.90002,0.0236,2.6168,,,,0.923572282,0.90002,2.36E-02,2.62E+00,,
0.4,0.6,,1.024483542,1.00002,0.0245,2.4463,,,1.02448235,1.00002,0.0245,2.4462,,,,1.02448235,1.00002,2.45E-02,2.45E+00,,
0.4,0.7,,1.119842132,1.10002,0.0198,1.802,,,1.119841437,1.10002,0.0198,1.8019,,,,1.119841238,1.10002,1.98E-02,1.80E+00,,
0.4,0.8,,1.217822532,1.20002,0.0178,1.4835,,,1.217822731,1.20002,0.0178,1.4835,,,,1.217822731,1.20002,1.78E-02,1.48E+00,,
0.4,0.9,,1.315645576,1.30002,0.0156,1.2019,,,1.315645576,1.30002,0.0156,1.2019,,,,1.315645576,1.30002,1.56E-02,1.20E+00,,
0.4,1,,1.406192382,1.40002,0.0062,0.4409,,,1.406192382,1.40002,0.0062,0.4409,,,,1.406192382,1.40002,6.17E-03,4.41E-01,,
0.5,0,,0.688814819,0.50002,0.1888,37.7575,,,0.683211535,0.50002,0.1832,36.6368,,,,0.68146497,0.50002,1.81E-01,3.63E+01,,
0.5,0.1,,0.657483141,0.60002,0.0575,9.5769,,,0.657378038,0.60002,0.0574,9.5594,,,,0.657365223,0.60002,5.73E-02,9.56E+00,,
0.5,0.2,,0.741011798,0.70002,0.041,5.8558,,,0.741095742,0.70002,0.0411,5.8678,,,,0.741110742,0.70002,4.11E-02,5.87E+00,,
0.5,0.3,,0.821281572,0.80002,0.0213,2.6576,,,0.821248988,0.80002,0.0212,2.6536,,,,0.821240147,0.80002,2.12E-02,2.65E+00,,
0.5,0.4,,0.9218961,0.90002,0.0219,2.4306,,,0.921913981,0.90002,0.0219,2.4326,,,,0.921916962,0.90002,2.19E-02,2.43E+00,,
0.5,0.5,,1.021396518,1.00002,0.0214,2.1376,,,1.02140516,1.00002,0.0214,2.1385,,,,1.021407247,1.00002,2.14E-02,2.14E+00,,
0.5,0.6,,1.12290889,1.10002,0.0229,2.0808,,,1.122906903,1.10002,0.0229,2.0806,,,,1.122906705,1.10002,2.29E-02,2.08E+00,,
0.5,0.7,,1.222354472,1.20002,0.0223,1.8612,,,1.222354273,1.20002,0.0223,1.8612,,,,1.222354472,1.20002,2.23E-02,1.86E+00,,
0.5,0.8,,1.317545176,1.30002,0.0175,1.3481,,,1.317545176,1.30002,0.0175,1.3481,,,,1.317545176,1.30002,1.75E-02,1.35E+00,,
0.5,0.9,,1.422883073,1.40002,0.0229,1.6331,,,1.422883073,1.40002,0.0229,1.6331,,,,1.422883073,1.40002,2.29E-02,1.63E+00,,
0.5,1,,1.508395374,1.50002,0.0084,0.5584,,,1.508395573,1.50002,0.0084,0.5584,,,,1.508395573,1.50002,8.38E-03,5.58E-01,,
0.6,0,,0.739398599,0.60002,0.1394,23.229,,,0.703871896,0.60002,0.1039,17.3081,,,,0.697887639,0.60002,9.79E-02,1.63E+01,,
0.6,0.1,,0.765328308,0.70002,0.0653,9.3295,,,0.765237908,0.70002,0.0652,9.3166,,,,0.765221318,0.70002,6.52E-02,9.31E+00,,
0.6,0.2,,0.836683412,0.80002,0.0367,4.5828,,,0.836601357,0.80002,0.0366,4.5726,,,,0.836593012,0.80002,3.66E-02,4.57E+00,,
0.6,0.3,,0.937529206,0.90002,0.0375,4.1676,,,0.937547386,0.90002,0.0375,4.1696,,,,0.937547088,0.90002,3.75E-02,4.17E+00,,
0.6,0.4,,1.014261842,1.00002,0.0142,1.4242,,,1.014273167,1.00002,0.0143,1.4253,,,,1.014276445,1.00002,1.43E-02,1.43E+00,,
0.6,0.5,,1.123023132,1.10002,0.023,2.0912,,,1.123008827,1.10002,0.023,2.0899,,,,1.123006543,1.10002,2.30E-02,2.09E+00,,
0.6,0.6,,1.215008299,1.20002,0.015,1.249,,,1.215012173,1.20002,0.015,1.2493,,,,1.215013067,1.20002,1.50E-02,1.25E+00,,
0.6,0.7,,1.32676214,1.30002,0.0267,2.0571,,,1.32676214,1.30002,0.0267,2.0571,,,,1.32676214,1.30002,2.67E-02,2.06E+00,,
0.6,0.8,,1.42141213,1.40002,0.0214,1.528,,,1.421421667,1.40002,0.0214,1.5287,,,,1.421423554,1.40002,2.14E-02,1.53E+00,,
0.6,0.9,,1.511390905,1.50002,0.0114,0.7581,,,1.511390905,1.50002,0.0114,0.7581,,,,1.511390905,1.50002,1.14E-02,7.58E-01,,
0.6,1,,1.606465578,1.60002,0.0064,0.4028,,,1.606465975,1.60002,0.0064,0.4029,,,,1.606465975,1.60002,6.45E-03,4.03E-01,,
0.7,0,,0.984743734,0.70002,0.2847,40.6737,,,0.907270511,0.70002,0.2073,29.6064,,,,0.897288918,0.70002,1.97E-01,2.82E+01,,
0.7,0.1,,0.866162678,0.80002,0.0661,8.2676,,,0.865760148,0.80002,0.0657,8.2173,,,,0.865704119,0.80002,6.57E-02,8.21E+00,,
0.7,0.2,,0.940676332,0.90002,0.0407,4.5173,,,0.940811733,0.90002,0.0408,4.5323,,,,0.940829714,0.90002,4.08E-02,4.53E+00,,
0.7,0.3,,1.031564573,1.00002,0.0315,3.1544,,,1.031521658,1.00002,0.0315,3.1501,,,,1.031513214,1.00002,3.15E-02,3.15E+00,,
0.7,0.4,,1.11522615,1.10002,0.0152,1.3824,,,1.1152185,1.10002,0.0152,1.3817,,,,1.115217606,1.10002,1.52E-02,1.38E+00,,
0.7,0.5,,1.225964526,1.20002,0.0259,2.162,,,1.225940883,1.20002,0.0259,2.16,,,,1.225936711,1.20002,2.59E-02,2.16E+00,,
0.7,0.6,,1.322579781,1.30002,0.0226,1.7353,,,1.322586735,1.30002,0.0226,1.7359,,,,1.322588027,1.30002,2.26E-02,1.74E+00,,
0.7,0.7,,1.413263281,1.40002,0.0132,0.9459,,,1.41326199,1.40002,0.0132,0.9458,,,,1.41326199,1.40002,1.32E-02,9.46E-01,,
0.7,0.8,,1.507044633,1.50002,0.007,0.4683,,,1.50704215,1.50002,0.007,0.4681,,,,1.507041852,1.50002,7.02E-03,4.68E-01,,
0.7,0.9,,1.62458539,1.60002,0.0246,1.5353,,,1.62458539,1.60002,0.0246,1.5353,,,,1.62458539,1.60002,2.46E-02,1.54E+00,,
0.7,1,,1.722271244,1.70002,0.0223,1.3089,,,1.722271244,1.70002,0.0223,1.3089,,,,1.722271244,1.70002,2.23E-02,1.31E+00,,
0.8,0,,1.155019104,0.80002,0.355,44.3738,,,1.097680132,0.80002,0.2977,37.2066,,,,1.088378032,0.80002,2.88E-01,3.60E+01,,
0.8,0.1,,0.957657893,0.90002,0.0576,6.4041,,,0.957304736,0.90002,0.0573,6.3648,,,,0.957242846,0.90002,5.72E-02,6.36E+00,,
0.8,0.2,,1.03130728,1.00002,0.0313,3.1287,,,1.031110585,1.00002,0.0311,3.109,,,,1.031073531,1.00002,3.11E-02,3.11E+00,,
0.8,0.3,,1.138820052,1.10002,0.0388,3.5272,,,1.138856212,1.10002,0.0388,3.5305,,,,1.138862868,1.10002,3.88E-02,3.53E+00,,
0.8,0.4,,1.226889392,1.20002,0.0269,2.2391,,,1.226932903,1.20002,0.0269,2.2427,,,,1.226942043,1.20002,2.69E-02,2.24E+00,,
0.8,0.5,,1.315760811,1.30002,0.0157,1.2108,,,1.315772235,1.30002,0.0158,1.2117,,,,1.315774222,1.30002,1.58E-02,1.21E+00,,
0.8,0.6,,1.429441671,1.40002,0.0294,2.1015,,,1.429439584,1.40002,0.0294,2.1014,,,,1.429439286,1.40002,2.94E-02,2.10E+00,,
0.8,0.7,,1.523873607,1.50002,0.0239,1.5902,,,1.52386566,1.50002,0.0238,1.5897,,,,1.523863971,1.50002,2.38E-02,1.59E+00,,
0.8,0.8,,1.627442241,1.60002,0.0274,1.7139,,,1.627438863,1.60002,0.0274,1.7137,,,,1.627438565,1.60002,2.74E-02,1.71E+00,,
0.8,0.9,,1.714381178,1.70002,0.0144,0.8448,,,1.714381178,1.70002,0.0144,0.8448,,,,1.714381178,1.70002,1.44E-02,8.45E-01,,
0.8,1,,1.830832958,1.80002,0.0308,1.7118,,,1.830832958,1.80002,0.0308,1.7118,,,,1.830832958,1.80002,3.08E-02,1.71E+00,,
0.9,0,,1.109154721,0.90002,0.2091,23.2367,,,1.11369441,0.90002,0.2137,23.7411,,,,1.113412579,0.90002,2.13E-01,2.37E+01,,
0.9,0.1,,1.069848537,1.00002,0.0698,6.9827,,,1.069948375,1.00002,0.0699,6.9927,,,,1.069982648,1.00002,7.00E-02,7.00E+00,,
0.9,0.2,,1.130571365,1.10002,0.0306,2.7773,,,1.130458812,1.10002,0.0304,2.7671,,,,1.130447686,1.10002,3.04E-02,2.77E+00,,
0.9,0.3,,1.216997405,1.20002,0.017,1.4148,,,1.217033366,1.20002,0.017,1.4178,,,,1.217043897,1.20002,1.70E-02,1.42E+00,,
0.9,0.4,,1.339684824,1.30002,0.0397,3.0511,,,1.339671214,1.30002,0.0397,3.05,,,,1.33966893,1.30002,3.96E-02,3.05E+00,,
0.9,0.5,,1.431472003,1.40002,0.0315,2.2465,,,1.431488693,1.40002,0.0315,2.2477,,,,1.431492368,1.40002,3.15E-02,2.25E+00,,
0.9,0.6,,1.529974043,1.50002,0.03,1.9969,,,1.529970169,1.50002,0.03,1.9967,,,,1.529969474,1.50002,2.99E-02,2.00E+00,,
0.9,0.7,,1.619872848,1.60002,0.0199,1.2408,,,1.619876623,1.60002,0.0199,1.241,,,,1.619876822,1.60002,1.99E-02,1.24E+00,,
0.9,0.8,,1.728228728,1.70002,0.0282,1.6593,,,1.728227933,1.70002,0.0282,1.6593,,,,1.728227735,1.70002,2.82E-02,1.66E+00,,
0.9,0.9,,1.826942563,1.80002,0.0269,1.4957,,,1.826942563,1.80002,0.0269,1.4957,,,,1.826942563,1.80002,2.69E-02,1.50E+00,,
0.9,1,,1.924412449,1.90002,0.0244,1.2838,,,1.924412449,1.90002,0.0244,1.2838,,,,1.924412449,1.90002,2.44E-02,1.28E+00,,
1,0,,0.789285551,1.00002,0.2107,21.073,,,0.993844569,1.00002,0.0062,0.6175,,,,1.025706629,1.00002,2.57E-02,2.57E+00,,
1,0.1,,1.149743895,1.10002,0.0497,4.5203,,,1.149263084,1.10002,0.0492,4.4766,,,,1.149171889,1.10002,4.92E-02,4.47E+00,,
1,0.2,,1.240715484,1.20002,0.0407,3.3912,,,1.240760088,1.20002,0.0407,3.395,,,,1.240767837,1.20002,4.07E-02,3.40E+00,,
1,0.3,,1.347966393,1.30002,0.0479,3.6881,,,1.348040899,1.30002,0.048,3.6939,,,,1.348055402,1.30002,4.80E-02,3.69E+00,,
1,0.4,,1.444594959,1.40002,0.0446,3.1839,,,1.444496314,1.40002,0.0445,3.1768,,,,1.444480519,1.40002,4.45E-02,3.18E+00,,
1,0.5,,1.52562052,1.50002,0.0256,1.7067,,,1.525626878,1.50002,0.0256,1.7071,,,,1.525628169,1.50002,2.56E-02,1.71E+00,,
1,0.6,,1.619692643,1.60002,0.0197,1.2295,,,1.619694531,1.60002,0.0197,1.2296,,,,1.619693935,1.60002,1.97E-02,1.23E+00,,
1,0.7,,1.730478406,1.70002,0.0305,1.7916,,,1.73047781,1.70002,0.0305,1.7916,,,,1.730478009,1.70002,3.05E-02,1.79E+00,,
1,0.8,,1.818990707,1.80002,0.019,1.0539,,,1.818989714,1.80002,0.019,1.0539,,,,1.818989317,1.80002,1.90E-02,1.05E+00,,
1,0.9,,1.919669112,1.90002,0.0196,1.0342,,,1.919669112,1.90002,0.0196,1.0342,,,,1.919669112,1.90002,1.96E-02,1.03E+00,,
1,1,,2.023425897,2.00002,0.0234,1.1703,,,2.023425897,2.00002,0.0234,1.1703,,,,2.023425897,2.00002,2.34E-02,1.17E+00,,
0,0,,0.026750114,2.00E-05,0.0267,133650.5722,,,0.02677377,2.00E-05,0.0268,133768.8501,,,,0.026780221,2.00E-05,2.68E-02,1.34E+05,,
0,0.1,,0.12087288,0.10002,0.0209,20.8487,,,0.120874718,0.10002,0.0209,20.8505,,,,0.120875649,0.10002,2.09E-02,2.09E+01,,
0,0.2,,0.221407413,0.20002,0.0214,10.6926,,,0.221407736,0.20002,0.0214,10.6928,,,,0.221408084,0.20002,2.14E-02,1.07E+01,,
0,0.3,,0.319054599,0.30002,0.019,6.3444,,,0.319054772,0.30002,0.019,6.3445,,,,0.319054772,0.30002,1.90E-02,6.34E+00,,
0,0.4,,0.413162112,0.40002,0.0131,3.2854,,,0.413162112,0.40002,0.0131,3.2854,,,,0.413162112,0.40002,1.31E-02,3.29E+00,,
0,0.5,,0.5132927,0.50002,0.0133,2.6544,,,0.5132927,0.50002,0.0133,2.6544,,,,0.5132927,0.50002,1.33E-02,2.65E+00,,
0,0.6,,0.614303102,0.60002,0.0143,2.3804,,,0.614303102,0.60002,0.0143,2.3804,,,,0.614303102,0.60002,1.43E-02,2.38E+00,,
0,0.7,,0.712309877,0.70002,0.0123,1.7556,,,0.712309877,0.70002,0.0123,1.7556,,,,0.712309877,0.70002,1.23E-02,1.76E+00,,
0,0.8,,0.813043565,0.80002,0.013,1.6279,,,0.813043565,0.80002,0.013,1.6279,,,,0.813043565,0.80002,1.30E-02,1.63E+00,,
0,0.9,,0.909727216,0.90002,0.0097,1.0786,,,0.909727216,0.90002,0.0097,1.0786,,,,0.909727216,0.90002,9.71E-03,1.08E+00,,
0,1,,1.010107497,1.00002,0.0101,1.0087,,,1.010107497,1.00002,0.0101,1.0087,,,,1.010107497,1.00002,1.01E-02,1.01E+00,,
0.1,0,,0.182348912,0.10002,0.0823,82.3124,,,0.175642247,0.10002,0.0756,75.6071,,,,0.174459368,0.10002,7.44E-02,7.44E+01,,
