sigma_s,sigma_a,,calc_r,exp_r,abs(err),err %,avg abs error,avg % error,calc_g,exp_g,abs(err),err %,avg abs error,avg % error,,calc_b,exp_b,abs(err),err %,avg abs error,avg % error
0.3,0.2,,0.527312805,0.50002,0.0273,5.4583,,,0.52735885,0.50002,0.0273,5.4676,,,,0.527366499,0.50002,2.73E-02,5.47E+00,,
0.3,0.3,,0.610766957,0.60002,0.0107,1.7911,,,0.610740781,0.60002,0.0107,1.7867,,,,0.610735963,0.60002,1.07E-02,1.79E+00,,
0.3,0.4,,0.710415194,0.70002,0.0104,1.485,,,0.710437695,0.70002,0.0104,1.4882,,,,0.710441669,0.70002,1.04E-02,1.49E+00,,
0.3,0.5,,0.81689174,0.80002,0.0169,2.1089,,,0.816889505,0.80002,0.0169,2.1086,,,,0.816889058,0.80002,1.69E-02,2.11E+00,,
0.3,0.6,,0.920707683,0.90002,0.0207,2.2986,,,0.920707683,0.90002,0.0207,2.2986,,,,0.920707782,0.90002,2.07E-02,2.30E+00,,
0.3,0.7,,1.014614006,1.00002,0.0146,1.4594,,,1.014613807,1.00002,0.0146,1.4594,,,,1.014613807,1.00002,1.46E-02,1.46E+00,,
0.3,0.8,,1.106661657,1.10002,0.0066,0.6038,,,1.106661657,1.10002,0.0066,0.6038,,,,1.106661657,1.10002,6.64E-03,6.04E-01,,
0.3,0.9,,1.215080321,1.20002,0.0151,1.255,,,1.215080321,1.20002,0.0151,1.255,,,,1.215080321,1.20002,1.51E-02,1.26E+00,,
0.3,1,,1.316217681,1.30002,0.0162,1.246,,,1.316217681,1.30002,0.0162,1.246,,,,1.316217681,1.30002,1.62E-02,1.25E+00,,
0.4,0,,0.470679204,0.40002,0.0707,17.6639,,,0.477077911,0.40002,0.0771,19.2635,,,,0.478408386,0.40002,7.84E-02,1.96E+01,,
0.4,0.1,,0.551461875,0.50002,0.0514,10.288,,,0.551300248,0.50002,0.0513,10.2556,,,,0.551271886,0.50002,5.13E-02,1.02E+01,,
0.4,0.2,,0.662238548,0.60002,0.0622,10.3694,,,0.662116706,0.60002,0.0621,10.3491,,,,0.662095298,0.60002,6.21E-02,1.03E+01,,
0.4,0.3,,0.713378489,0.70002,0.0134,1.9083,,,0.713269264,0.70002,0.0132,1.8927,,,,0.713251481,0.70002,1.32E-02,1.89E+00,,
0.4,0.4,,0.833423535,0.80002,0.0334,4.1753,,,0.833419661,0.80002,0.0334,4.1749,,,,0.833418767,0.80002,3.34E-02,4.17E+00,,
0.4,0.5,,0.908300678,0.90002,0.0083,0.9201,,,0.908303161,0.90002,0.0083,0.9203,,,,0.908303161,0.90002,8.28E-03,9.20E-01,,
0.4,0.6,,1.029583216,1.00002,0.0296,2.9563,,,1.029581825,1.00002,0.0296,2.9561,,,,1.029581825,1.00002,2.96E-02,2.96E+00,,
0.4,0.7,,1.115341783,1.10002,0.0153,1.3929,,,1.115341286,1.10002,0.0153,1.3928,,,,1.115341087,1.10002,1.53E-02,1.39E+00,,
0.4,0.8,,1.202892065,1.20002,0.0029,0.2393,,,1.202891866,1.20002,0.0029,0.2393,,,,1.202891866,1.20002,2.87E-03,2.39E-01,,
0.4,0.9,,1.324608127,1.30002,0.0246,1.8914,,,1.324608127,1.30002,0.0246,1.8914,,,,1.324608127,1.30002,2.46E-02,1.89E+00,,
0.4,1,,1.42607371,1.40002,0.0261,1.861,,,1.42607371,1.40002,0.0261,1.861,,,,1.42607371,1.40002,2.61E-02,1.86E+00,,
0.5,0,,0.601490488,0.50002,0.1015,20.2933,,,0.574510594,0.50002,0.0745,14.8975,,,,0.570190599,0.50002,7.02E-02,1.40E+01,,
0.5,0.1,,0.637670457,0.60002,0.0377,6.2749,,,0.637361805,0.60002,0.0373,6.2234,,,,0.637305429,0.60002,3.73E-02,6.21E+00,,
0.5,0.2,,0.726663818,0.70002,0.0266,3.8062,,,0.726772894,0.70002,0.0268,3.8217,,,,0.726791422,0.70002,2.68E-02,3.82E+00,,
0.5,0.3,,0.824390997,0.80002,0.0244,3.0463,,,0.82439209,0.80002,0.0244,3.0464,,,,0.824392786,0.80002,2.44E-02,3.05E+00,,
0.5,0.4,,0.928875605,0.90002,0.0289,3.2061,,,0.928941866,0.90002,0.0289,3.2135,,,,0.928954581,0.90002,2.89E-02,3.21E+00,,
0.5,0.5,,1.040278176,1.00002,0.0403,4.0257,,,1.040289799,1.00002,0.0403,4.0269,,,,1.040291687,1.00002,4.03E-02,4.03E+00,,
0.5,0.6,,1.116859516,1.10002,0.0168,1.5308,,,1.116872827,1.10002,0.0169,1.532,,,,1.116874913,1.10002,1.69E-02,1.53E+00,,
0.5,0.7,,1.228619218,1.20002,0.0286,2.3832,,,1.228619218,1.20002,0.0286,2.3832,,,,1.228619218,1.20002,2.86E-02,2.38E+00,,
0.5,0.8,,1.350650787,1.30002,0.0506,3.8946,,,1.350650489,1.30002,0.0506,3.8946,,,,1.350650489,1.30002,5.06E-02,3.89E+00,,
0.5,0.9,,1.397163769,1.40002,0.0029,0.204,,,1.397163769,1.40002,0.0029,0.204,,,,1.397163769,1.40002,2.86E-03,2.04E-01,,
0.5,1,,1.51206255,1.50002,0.012,0.8028,,,1.512054404,1.50002,0.012,0.8023,,,,1.512052615,1.50002,1.20E-02,8.02E-01,,
0.6,0,,2.650160193,0.60002,2.0501,341.6786,,,2.830648422,0.60002,2.2306,371.759,,,,2.86699752,0.60002,2.27E+00,3.78E+02,,
0.6,0.1,,0.759895444,0.70002,0.0599,8.5534,,,0.759351601,0.70002,0.0593,8.4757,,,,0.759271681,0.70002,5.93E-02,8.46E+00,,
0.6,0.2,,0.821485122,0.80002,0.0215,2.6831,,,0.821418464,0.80002,0.0214,2.6747,,,,0.821406047,0.80002,2.14E-02,2.67E+00,,
0.6,0.3,,0.9231926,0.90002,0.0232,2.5747,,,0.923124552,0.90002,0.0231,2.5671,,,,0.923111935,0.90002,2.31E-02,2.57E+00,,
0.6,0.4,,1.069619457,1.00002,0.0696,6.9598,,,1.069611112,1.00002,0.0696,6.959,,,,1.06961002,1.00002,6.96E-02,6.96E+00,,
0.6,0.5,,1.152709126,1.10002,0.0527,4.7898,,,1.152710716,1.10002,0.0527,4.79,,,,1.152710716,1.10002,5.27E-02,4.79E+00,,
0.6,0.6,,1.190029283,1.20002,0.01,0.8325,,,1.190024614,1.20002,0.01,0.8329,,,,1.19002382,1.20002,1.00E-02,8.33E-01,,
0.6,0.7,,1.335884531,1.30002,0.0359,2.7588,,,1.335884233,1.30002,0.0359,2.7587,,,,1.335884035,1.30002,3.59E-02,2.76E+00,,
0.6,0.8,,1.452500423,1.40002,0.0525,3.7485,,,1.452500125,1.40002,0.0525,3.7485,,,,1.452499827,1.40002,5.25E-02,3.75E+00,,
0.6,0.9,,1.54652983,1.50002,0.0465,3.1006,,,1.54652983,1.50002,0.0465,3.1006,,,,1.54652983,1.50002,4.65E-02,3.10E+00,,
0.6,1,,1.64297243,1.60002,0.043,2.6845,,,1.642971834,1.60002,0.043,2.6845,,,,1.642971834,1.60002,4.30E-02,2.68E+00,,
0.7,0,,1.136321028,0.70002,0.4363,62.3269,,,0.703659654,0.70002,0.0036,0.5199,,,,0.672023942,0.70002,2.80E-02,4.00E+00,,
0.7,0.1,,0.847457747,0.80002,0.0474,5.9296,,,0.847479304,0.80002,0.0475,5.9323,,,,0.847474833,0.80002,4.75E-02,5.93E+00,,
0.7,0.2,,0.943250855,0.90002,0.0432,4.8033,,,0.943420728,0.90002,0.0434,4.8222,,,,0.943455497,0.90002,4.34E-02,4.83E+00,,
0.7,0.3,,1.083190739,1.00002,0.0832,8.3169,,,1.083191633,1.00002,0.0832,8.317,,,,1.083191832,1.00002,8.32E-02,8.32E+00,,
0.7,0.4,,1.134479741,1.10002,0.0345,3.1326,,,1.13443474,1.10002,0.0344,3.1286,,,,1.1344257,1.10002,3.44E-02,3.13E+00,,
0.7,0.5,,1.264765859,1.20002,0.0647,5.3954,,,1.264818112,1.20002,0.0648,5.3998,,,,1.264826357,1.20002,6.48E-02,5.40E+00,,
0.7,0.6,,1.344651282,1.30002,0.0446,3.4331,,,1.344651977,1.30002,0.0446,3.4332,,,,1.344651977,1.30002,4.46E-02,3.43E+00,,
0.7,0.7,,1.379212042,1.40002,0.0208,1.4863,,,1.379212042,1.40002,0.0208,1.4863,,,,1.379212042,1.40002,2.08E-02,1.49E+00,,
0.7,0.8,,1.515740454,1.50002,0.0157,1.048,,,1.515740454,1.50002,0.0157,1.048,,,,1.515740454,1.50002,1.57E-02,1.05E+00,,
0.7,0.9,,1.782909234,1.60002,0.1829,11.4304,,,1.782909234,1.60002,0.1829,11.4304,,,,1.782909234,1.60002,1.83E-01,1.14E+01,,
0.7,1,,1.738086541,1.70002,0.0381,2.2392,,,1.738086541,1.70002,0.0381,2.2392,,,,1.738086541,1.70002,3.81E-02,2.24E+00,,
0.8,0,,0.37953342,0.80002,0.4205,52.5595,,,0.59404403,0.80002,0.206,25.7464,,,,0.621465892,0.80002,1.79E-01,2.23E+01,,
0.8,0.1,,0.969767968,0.90002,0.0697,7.7496,,,0.968587697,0.90002,0.0686,7.6185,,,,0.968371431,0.90002,6.84E-02,7.59E+00,,
0.8,0.2,,1.068659723,1.00002,0.0686,6.8638,,,1.068174442,1.00002,0.0682,6.8153,,,,1.068097552,1.00002,6.81E-02,6.81E+00,,
0.8,0.3,,1.126639942,1.10002,0.0266,2.42,,,1.126696865,1.10002,0.0267,2.4251,,,,1.126707594,1.10002,2.67E-02,2.43E+00,,
0.8,0.4,,1.274956564,1.20002,0.0749,6.2446,,,1.2749512,1.20002,0.0749,6.2442,,,,1.2749512,1.20002,7.49E-02,6.24E+00,,
0.8,0.5,,1.295085053,1.30002,0.0049,0.3796,,,1.295031309,1.30002,0.005,0.3837,,,,1.295022567,1.30002,5.00E-03,3.84E-01,,
0.8,0.6,,1.399224897,1.40002,0.0008,0.0568,,,1.399199466,1.40002,0.0008,0.0586,,,,1.399195194,1.40002,8.25E-04,5.89E-02,,
0.8,0.7,,1.483853956,1.50002,0.0162,1.0777,,,1.483835379,1.50002,0.0162,1.079,,,,1.483831803,1.50002,1.62E-02,1.08E+00,,
0.8,0.8,,1.653276781,1.60002,0.0533,3.3285,,,1.653276781,1.60002,0.0533,3.3285,,,,1.653276781,1.60002,5.33E-02,3.33E+00,,
0.8,0.9,,1.698642572,1.70002,0.0014,0.081,,,1.698642572,1.70002,0.0014,0.081,,,,1.698642572,1.70002,1.38E-03,8.10E-02,,
0.8,1,,1.964522004,1.80002,0.1645,9.1389,,,1.964522004,1.80002,0.1645,9.1389,,,,1.964522004,1.80002,1.65E-01,9.14E+00,,
0.9,0,,0.361220141,0.90002,0.5388,59.8653,,,0.343015119,0.90002,0.557,61.8881,,,,0.343523622,0.90002,5.56E-01,6.18E+01,,
0.9,0.1,,1.077568332,1.00002,0.0775,7.7547,,,1.078689794,1.00002,0.0787,7.8668,,,,1.078848441,1.00002,7.88E-02,7.88E+00,,
0.9,0.2,,1.254987319,1.10002,0.155,14.0877,,,1.253810028,1.10002,0.1538,13.9807,,,,1.253633002,1.10002,1.54E-01,1.40E+01,,
0.9,0.3,,1.208417614,1.20002,0.0084,0.6998,,,1.208852927,1.20002,0.0088,0.7361,,,,1.208925446,1.20002,8.91E-03,7.42E-01,,
0.9,0.4,,1.314952075,1.30002,0.0149,1.1486,,,1.315241257,1.30002,0.0152,1.1708,,,,1.315288345,1.30002,1.53E-02,1.17E+00,,
0.9,0.5,,1.448789438,1.40002,0.0488,3.4835,,,1.448836525,1.40002,0.0488,3.4868,,,,1.448844473,1.40002,4.88E-02,3.49E+00,,
0.9,0.6,,1.444376806,1.50002,0.0556,3.7095,,,1.444351276,1.50002,0.0557,3.7112,,,,1.444346408,1.50002,5.57E-02,3.71E+00,,
0.9,0.7,,1.576461295,1.60002,0.0236,1.4724,,,1.576461295,1.60002,0.0236,1.4724,,,,1.576461295,1.60002,2.36E-02,1.47E+00,,
0.9,0.8,,1.851192315,1.70002,0.1512,8.8924,,,1.851192315,1.70002,0.1512,8.8924,,,,1.851192315,1.70002,1.51E-01,8.89E+00,,
0.9,0.9,,1.875437101,1.80002,0.0754,4.1898,,,1.875437101,1.80002,0.0754,4.1898,,,,1.875437101,1.80002,7.54E-02,4.19E+00,,
0.9,1,,1.902871927,1.90002,0.0029,0.1501,,,1.902871927,1.90002,0.0029,0.1501,,,,1.902871927,1.90002,2.85E-03,1.50E-01,,
1,0,,5.329948664,1.00002,4.3299,432.9842,,,5.011242628,1.00002,4.0112,401.1142,,,,4.944513241,1.00002,3.94E+00,3.94E+02,,
1,0.1,,1.289716562,1.10002,0.1897,17.2448,,,1.287172635,1.10002,0.1872,17.0136,,,,1.286791166,1.10002,1.87E-01,1.70E+01,,
1,0.2,,1.209932665,1.20002,0.0099,0.826,,,1.209923426,1.20002,0.0099,0.8253,,,,1.209921837,1.20002,9.90E-03,8.25E-01,,
1,0.3,,1.362920801,1.30002,0.0629,4.8384,,,1.362129152,1.30002,0.0621,4.7776,,,,1.361987193,1.30002,6.20E-02,4.77E+00,,
1,0.4,,1.344163517,1.40002,0.0559,3.9897,,,1.344227791,1.40002,0.0558,3.9851,,,,1.344239215,1.40002,5.58E-02,3.98E+00,,
1,0.5,,1.484355827,1.50002,0.0157,1.0443,,,1.484528184,1.50002,0.0155,1.0328,,,,1.484558582,1.50002,1.55E-02,1.03E+00,,
1,0.6,,1.713404457,1.60002,0.1134,7.0864,,,1.713326772,1.60002,0.1133,7.0816,,,,1.713313858,1.60002,1.13E-01,7.08E+00,,
1,0.7,,1.793398062,1.70002,0.0934,5.4928,,,1.793378194,1.70002,0.0934,5.4916,,,,1.793374618,1.70002,9.34E-02,5.49E+00,,
1,0.8,,1.794646382,1.80002,0.0054,0.2985,,,1.794646382,1.80002,0.0054,0.2985,,,,1.794646382,1.80002,5.37E-03,2.99E-01,,
1,0.9,,2.154909968,1.90002,0.2549,13.4151,,,2.154909968,1.90002,0.2549,13.4151,,,,2.154909968,1.90002,2.55E-01,1.34E+01,,
1,1,,2.114239136,2.00002,0.1142,5.7109,,,2.114239136,2.00002,0.1142,5.7109,,,,2.114239136,2.00002,1.14E-01,5.71E+00,,
0,0,,0.042167188,2.00E-05,0.0421,210735.9399,,,0.042183272,2.00E-05,0.0422,210816.3596,,,,0.04218172,2.00E-05,4.22E-02,2.11E+05,,
0,0.1,,0.128594413,0.10002,0.0286,28.5687,,,0.12859681,0.10002,0.0286,28.5711,,,,0.128596996,0.10002,2.86E-02,2.86E+01,,
0,0.2,,0.230983843,0.20002,0.031,15.4804,,,0.230984837,0.20002,0.031,15.4809,,,,0.230985383,0.20002,3.10E-02,1.55E+01,,
0,0.3,,0.323621059,0.30002,0.0236,7.8665,,,0.323621059,0.30002,0.0236,7.8665,,,,0.323621059,0.30002,2.36E-02,7.87E+00,,
0,0.4,,0.431032429,0.40002,0.031,7.7527,,,0.431032578,0.40002,0.031,7.7528,,,,0.431032578,0.40002,3.10E-02,7.75E+00,,
0,0.5,,0.529745469,0.50002,0.0297,5.9449,,,0.529745469,0.50002,0.0297,5.9449,,,,0.529745469,0.50002,2.97E-02,5.94E+00,,
0,0.6,,0.636667609,0.60002,0.0366,6.1077,,,0.636667609,0.60002,0.0366,6.1077,,,,0.636667609,0.60002,3.66E-02,6.11E+00,,
0,0.7,,0.733825217,0.70002,0.0338,4.8292,,,0.733825217,0.70002,0.0338,4.8292,,,,0.733825217,0.70002,3.38E-02,4.83E+00,,
0,0.8,,0.826025307,0.80002,0.026,3.2506,,,0.826025307,0.80002,0.026,3.2506,,,,0.826025307,0.80002,2.60E-02,3.25E+00,,
0,0.9,,0.931575497,0.90002,0.0316,3.5061,,,0.931575497,0.90002,0.0316,3.5061,,,,0.931575497,0.90002,3.16E-02,3.51E+00,,
0,1,,1.027317146,1.00002,0.0273,2.7297,,,1.027317146,1.00002,0.0273,2.7297,,,,1.027317146,1.00002,2.73E-02,2.73E+00,,
0.1,0,,0.197137383,0.10002,0.0971,97.098,,,0.195628864,0.10002,0.0956,95.5897,,,,0.195344761,0.10002,9.53E-02,9.53E+01,,
0.1,0.1,,0.247670114,0.20002,0.0477,23.8227,,,0.247652133,0.20002,0.0476,23.8137,,,,0.247645602,0.20002,4.76E-02,2.38E+01,,
0.1,0.2,,0.339907234,0.30002,0.0399,13.2949,,,0.339905446,0.30002,0.0399,13.2943,,,,0.339902043,0.30002,3.99E-02,1.33E+01,,
0.1,0.3,,0.443484833,0.40002,0.0435,10.8657,,,0.44348225,0.40002,0.0435,10.865,,,,0.443479816,0.40002,4.35E-02,1.09E+01,,
0.1,0.4,,0.543580502,0.50002,0.0436,8.7118,,,0.543581198,0.50002,0.0436,8.7119,,,,0.543580006,0.50002,4.36E-02,8.71E+00,,
0.1,0.5,,0.639182627,0.60002,0.0392,6.5269,,,0.63918824,0.60002,0.0392,6.5278,,,,0.639188786,0.60002,3.92E-02,6.53E+00,,
0.1,0.6,,0.734987259,0.70002,0.035,4.9952,,,0.734987011,0.70002,0.035,4.9951,,,,0.734987011,0.70002,3.50E-02,5.00E+00,,
0.1,0.7,,0.83218654,0.80002,0.0322,4.0207,,,0.83218654,0.80002,0.0322,4.0207,,,,0.83218654,0.80002,3.22E-02,4.02E+00,,
0.1,0.8,,0.918900271,0.90002,0.0189,2.0978,,,0.918900271,0.90002,0.0189,2.0978,,,,0.918900271,0.90002,1.89E-02,2.10E+00,,
0.1,0.9,,1.032058398,1.00002,0.032,3.2038,,,1.032058398,1.00002,0.032,3.2038,,,,1.032058696,1.00002,3.20E-02,3.20E+00,,
0.1,1,,1.133394341,1.10002,0.0334,3.034,,,1.133394341,1.10002,0.0334,3.034,,,,1.133394341,1.10002,3.34E-02,3.03E+00,,
0.2,0,,0.334873075,0.20002,0.1349,67.4198,,,0.329718888,0.20002,0.1297,64.843,,,,0.328866392,0.20002,1.29E-01,6.44E+01,,
0.2,0.1,,0.342267603,0.30002,0.0422,14.0816,,,0.342230226,0.30002,0.0422,14.0691,,,,0.342222328,0.30002,4.22E-02,1.41E+01,,
0.2,0.2,,0.454094559,0.40002,0.0541,13.518,,,0.454046428,0.40002,0.054,13.5059,,,,0.454038729,0.40002,5.40E-02,1.35E+01,,
0.2,0.3,,0.537183185,0.50002,0.0372,7.4323,,,0.537210951,0.50002,0.0372,7.4379,,,,0.537213931,0.50002,3.72E-02,7.44E+00,,
0.2,0.4,,0.648164948,0.60002,0.0481,8.0239,,,0.648171951,0.60002,0.0482,8.0251,,,,0.648173193,0.60002,4.82E-02,8.03E+00,,
0.2,0.5,,0.736463765,0.70002,0.0364,5.2061,,,0.736465454,0.70002,0.0364,5.2063,,,,0.736465603,0.70002,3.64E-02,5.21E+00,,
0.2,0.6,,0.845992168,0.80002,0.046,5.7464,,,0.845993062,0.80002,0.046,5.7465,,,,0.845993161,0.80002,4.60E-02,5.75E+00,,
0.2,0.7,,0.944625934,0.90002,0.0446,4.9561,,,0.944622854,0.90002,0.0446,4.9558,,,,0.944622358,0.90002,4.46E-02,4.96E+00,,
0.2,0.8,,1.027627985,1.00002,0.0276,2.7607,,,1.027627985,1.00002,0.0276,2.7607,,,,1.027627985,1.00002,2.76E-02,2.76E+00,,
0.2,0.9,,1.133642991,1.10002,0.0336,3.0566,,,1.13364319,1.10002,0.0336,3.0566,,,,1.13364319,1.10002,3.36E-02,3.06E+00,,
0.2,1,,1.23565654,1.20002,0.0356,2.9697,,,1.23565654,1.20002,0.0356,2.9697,,,,1.23565654,1.20002,3.56E-02,2.97E+00,,
0.3,0,,0.36172159,0.30002,0.0617,20.5658,,,0.353279784,0.30002,0.0533,17.7521,,,,0.352404887,0.30002,5.24E-02,1.75E+01,,
0.3,0.1,,0.464567244,0.40002,0.0645,16.136,,,0.464331508,0.40002,0.0643,16.0771,,,,0.464295348,0.40002,6.43E-02,1.61E+01,,
0.3,0.2,,0.558567991,0.50002,0.0585,11.7091,,,0.558499595,0.50002,0.0585,11.6955,,,,0.55848668,0.50002,5.85E-02,1.17E+01,,
0.3,0.3,,0.661322673,0.60002,0.0613,10.2168,,,0.661356996,0.60002,0.0613,10.2225,,,,0.661362906,0.60002,6.13E-02,1.02E+01,,
0.3,0.4,,0.745395323,0.70002,0.0454,6.482,,,0.745375305,0.70002,0.0454,6.4791,,,,0.745373319,0.70002,4.54E-02,6.48E+00,,
0.3,0.5,,0.851635138,0.80002,0.0516,6.4517,,,0.851641695,0.80002,0.0516,6.4526,,,,0.851642191,0.80002,5.16E-02,6.45E+00,,
0.3,0.6,,0.941318075,0.90002,0.0413,4.5886,,,0.941317876,0.90002,0.0413,4.5886,,,,0.941317876,0.90002,4.13E-02,4.59E+00,,
0.3,0.7,,1.027697325,1.00002,0.0277,2.7677,,,1.027697325,1.00002,0.0277,2.7677,,,,1.027697821,1.00002,2.77E-02,2.77E+00,,
0.3,0.8,,1.123838226,1.10002,0.0238,2.1653,,,1.123838226,1.10002,0.0238,2.1653,,,,1.123838226,1.10002,2.38E-02,2.17E+00,,
0.3,0.9,,1.23676916,1.20002,0.0367,3.0624,,,1.23676916,1.20002,0.0367,3.0624,,,,1.23676916,1.20002,3.67E-02,3.06E+00,,
0.3,1,,1.343990962,1.30002,0.044,3.3823,,,1.343990962,1.30002,0.044,3.3823,,,,1.343990962,1.30002,4.40E-02,3.38E+00,,
0.4,0,,0.357180362,0.40002,0.0428,10.7094,,,0.351114149,0.40002,0.0489,12.2259,,,,0.350632692,0.40002,4.94E-02,1.23E+01,,
0.4,0.1,,0.556009412,0.50002,0.056,11.1974,,,0.555701107,0.50002,0.0557,11.1358,,,,0.55565094,0.50002,5.56E-02,1.11E+01,,
0.4,0.2,,0.643077791,0.60002,0.0431,7.1761,,,0.643045654,0.60002,0.043,7.1707,,,,0.643036216,0.60002,4.30E-02,7.17E+00,,
0.4,0.3,,0.753882627,0.70002,0.0539,7.6944,,,0.753895044,0.70002,0.0539,7.6962,,,,0.753897429,0.70002,5.39E-02,7.70E+00,,
0.4,0.4,,0.861825844,0.80002,0.0618,7.7255,,,0.861787399,0.80002,0.0618,7.7207,,,,0.861782134,0.80002,6.18E-02,7.72E+00,,
0.4,0.5,,0.946371655,0.90002,0.0464,5.1501,,,0.946372946,0.90002,0.0464,5.1502,,,,0.946373244,0.90002,4.64E-02,5.15E+00,,
0.4,0.6,,1.060281396,1.00002,0.0603,6.026,,,1.060281992,1.00002,0.0603,6.0261,,,,1.060281893,1.00002,6.03E-02,6.03E+00,,
0.4,0.7,,1.139154732,1.10002,0.0391,3.5576,,,1.139143109,1.10002,0.0391,3.5566,,,,1.139140824,1.10002,3.91E-02,3.56E+00,,
0.4,0.8,,1.230439842,1.20002,0.0304,2.5349,,,1.230440438,1.20002,0.0304,2.535,,,,1.230440438,1.20002,3.04E-02,2.53E+00,,
0.4,0.9,,1.362808347,1.30002,0.0628,4.8298,,,1.362808347,1.30002,0.0628,4.8298,,,,1.362808347,1.30002,6.28E-02,4.83E+00,,
0.4,1,,1.440230409,1.40002,0.0402,2.8721,,,1.440230409,1.40002,0.0402,2.8721,,,,1.440230409,1.40002,4.02E-02,2.87E+00,,
0.5,0,,0.585774779,0.50002,0.0858,17.1503,,,0.551819454,0.50002,0.0518,10.3595,,,,0.546654314,0.50002,4.66E-02,9.33E+00,,
0.5,0.1,,0.669540813,0.60002,0.0695,11.5864,,,0.669951538,0.60002,0.0699,11.6549,,,,0.67002063,0.60002,7.00E-02,1.17E+01,,
0.5,0.2,,0.756478111,0.70002,0.0565,8.0652,,,0.756302526,0.70002,0.0563,8.0401,,,,0.756275157,0.70002,5.63E-02,8.04E+00,,
0.5,0.3,,0.861401757,0.80002,0.0614,7.6725,,,0.861468613,0.80002,0.0614,7.6809,,,,0.861479839,0.80002,6.15E-02,7.68E+00,,
0.5,0.4,,0.945545236,0.90002,0.0455,5.0582,,,0.945590436,0.90002,0.0456,5.0633,,,,0.945599079,0.90002,4.56E-02,5.06E+00,,
0.5,0.5,,1.019585331,1.00002,0.0196,1.9565,,,1.019584537,1.00002,0.0196,1.9564,,,,1.019584835,1.00002,1.96E-02,1.96E+00,,
0.5,0.6,,1.157945593,1.10002,0.0579,5.2659,,,1.157957514,1.10002,0.0579,5.267,,,,1.1579597,1.10002,5.79E-02,5.27E+00,,
0.5,0.7,,1.234739125,1.20002,0.0347,2.8932,,,1.234739522,1.20002,0.0347,2.8932,,,,1.234739522,1.20002,3.47E-02,2.89E+00,,
0.5,0.8,,1.349788308,1.30002,0.0498,3.8283,,,1.349789004,1.30002,0.0498,3.8283,,,,1.349789202,1.30002,4.98E-02,3.83E+00,,
0.5,0.9,,1.429954569,1.40002,0.0299,2.1382,,,1.429954569,1.40002,0.0299,2.1382,,,,1.429954569,1.40002,2.99E-02,2.14E+00,,
0.5,1,,1.580089331,1.50002,0.0801,5.3379,,,1.580089331,1.50002,0.0801,5.3379,,,,1.580089331,1.50002,8.01E-02,5.34E+00,,
0.6,0,,0.418710113,0.60002,0.1813,30.2173,,,0.399408067,0.60002,0.2006,33.4342,,,,0.399407124,0.60002,2.01E-01,3.34E+01,,
0.6,0.1,,0.772930384,0.70002,0.0729,10.4155,,,0.773248523,0.70002,0.0732,10.4609,,,,0.773298393,0.70002,7.33E-02,1.05E+01,,
0.6,0.2,,0.855283638,0.80002,0.0553,6.9078,,,0.855139891,0.80002,0.0551,6.8898,,,,0.855110089,0.80002,5.51E-02,6.89E+00,,
0.6,0.3,,0.955471893,0.90002,0.0555,6.1612,,,0.955386957,0.90002,0.0554,6.1517,,,,0.955372353,0.90002,5.54E-02,6.15E+00,,
0.6,0.4,,1.069263518,1.00002,0.0692,6.9242,,,1.069160501,1.00002,0.0691,6.9139,,,,1.069142918,1.00002,6.91E-02,6.91E+00,,
0.6,0.5,,1.202117999,1.10002,0.1021,9.2815,,,1.202105681,1.10002,0.1021,9.2803,,,,1.202103396,1.10002,1.02E-01,9.28E+00,,
0.6,0.6,,1.253976127,1.20002,0.054,4.4963,,,1.253977617,1.20002,0.054,4.4964,,,,1.253977815,1.20002,5.40E-02,4.50E+00,,
0.6,0.7,,1.33022507,1.30002,0.0302,2.3234,,,1.33022507,1.30002,0.0302,2.3234,,,,1.33022507,1.30002,3.02E-02,2.32E+00,,
0.6,0.8,,1.458083193,1.40002,0.0581,4.1473,,,1.458083193,1.40002,0.0581,4.1473,,,,1.458083193,1.40002,5.81E-02,4.15E+00,,
0.6,0.9,,1.547946036,1.50002,0.0479,3.195,,,1.547946036,1.50002,0.0479,3.195,,,,1.547946036,1.50002,4.79E-02,3.20E+00,,
0.6,1,,1.678876877,1.60002,0.0789,4.9285,,,1.678876877,1.60002,0.0789,4.9285,,,,1.678876877,1.60002,7.89E-02,4.93E+00,,
0.7,0,,2.067507903,0.70002,1.3675,195.3498,,,1.984988848,0.70002,1.285,183.5617,,,,1.963774562,0.70002,1.26E+00,1.81E+02,,
0.7,0.1,,0.879776875,0.80002,0.0798,9.9694,,,0.87779363,0.80002,0.0778,9.7215,,,,0.877476533,0.80002,7.75E-02,9.68E+00,,
0.7,0.2,,0.966215332,0.90002,0.0662,7.3549,,,0.966279209,0.90002,0.0663,7.362,,,,0.966296196,0.90002,6.63E-02,7.36E+00,,
0.7,0.3,,1.03505969,1.00002,0.035,3.5039,,,1.034898659,1.00002,0.0349,3.4878,,,,1.034874916,1.00002,3.49E-02,3.49E+00,,
0.7,0.4,,1.12382551,1.10002,0.0238,2.1641,,,1.123762925,1.10002,0.0237,2.1584,,,,1.123751799,1.10002,2.37E-02,2.16E+00,,
0.7,0.5,,1.281019549,1.20002,0.081,6.7498,,,1.281095246,1.20002,0.0811,6.7562,,,,1.281108359,1.20002,8.11E-02,6.76E+00,,
